MemoryType;BlockSize;ElementType;BufferSize;LaunchNum;Timer;WriteTime;AverageWriteTime;WriteBandWidth;AbsError(write);RelError(write);ReadTime;AverageReadTime;ReadBandWidth;AbsError(read);RelError(read)
RAM;6291456;int;6291456;14;clock_gettime;0.005615;0.005886;1068.935598;0.000271;4.819119%;0.004159;0.004313;1458.574294;0.000154;3.709826%
RAM;6291456;int;6291456;15;clock_gettime;0.005642;0.005886;1068.935598;0.000244;4.322598%;0.004130;0.004313;1458.574294;0.000183;4.441673%
RAM;6291456;int;6291456;16;clock_gettime;0.005628;0.005886;1068.935598;0.000257;4.572155%;0.004151;0.004313;1458.574294;0.000163;3.915802%
RAM;6291456;int;6291456;17;clock_gettime;0.005649;0.005886;1068.935598;0.000237;4.190741%;0.004151;0.004313;1458.574294;0.000163;3.922411%
RAM;6291456;int;6291456;18;clock_gettime;0.006408;0.005886;1068.935598;0.000522;8.146662%;0.004608;0.004313;1458.574294;0.000295;6.397810%
RAM;6291456;int;6291456;19;clock_gettime;0.006232;0.005886;1068.935598;0.000346;5.551552%;0.004659;0.004313;1458.574294;0.000345;7.407768%
RAM;6291456;int;6291456;20;clock_gettime;0.006173;0.005886;1068.935598;0.000287;4.650736%;0.004458;0.004313;1458.574294;0.000145;3.242381%
RAM;20971520;int;20971520;1;clock_gettime;0.168693;0.030223;693.885829;0.138470;82.083894%;0.023385;0.015351;1366.090589;0.008034;34.354529%
RAM;20971520;int;20971520;2;clock_gettime;0.029970;0.030223;693.885829;0.000253;0.845214%;0.015437;0.015351;1366.090589;0.000086;0.556051%
RAM;20971520;int;20971520;3;clock_gettime;0.025751;0.030223;693.885829;0.004473;17.369712%;0.013749;0.015351;1366.090589;0.001603;11.655938%
RAM;20971520;int;20971520;4;clock_gettime;0.017972;0.030223;693.885829;0.012251;68.164770%;0.013757;0.015351;1366.090589;0.001594;11.590439%
RAM;20971520;int;20971520;5;clock_gettime;0.017991;0.030223;693.885829;0.012232;67.989372%;0.013484;0.015351;1366.090589;0.001868;13.850257%
RAM;20971520;int;20971520;6;clock_gettime;0.017484;0.030223;693.885829;0.012740;72.865686%;0.013171;0.015351;1366.090589;0.002180;16.551715%
RAM;20971520;int;20971520;7;clock_gettime;0.018600;0.030223;693.885829;0.011623;62.492034%;0.013970;0.015351;1366.090589;0.001381;9.888992%
RAM;20971520;int;20971520;8;clock_gettime;0.057150;0.030223;693.885829;0.026927;47.115962%;0.025261;0.015351;1366.090589;0.009909;39.227362%
RAM;20971520;int;20971520;9;clock_gettime;0.017454;0.030223;693.885829;0.012769;73.155521%;0.013242;0.015351;1366.090589;0.002110;15.932549%
RAM;20971520;int;20971520;10;clock_gettime;0.018770;0.030223;693.885829;0.011454;61.022563%;0.013645;0.015351;1366.090589;0.001707;12.509144%
RAM;20971520;int;20971520;11;clock_gettime;0.034264;0.030223;693.885829;0.004041;11.793269%;0.016663;0.015351;1366.090589;0.001311;7.868711%
RAM;20971520;int;20971520;12;clock_gettime;0.023479;0.030223;693.885829;0.006744;28.722392%;0.015187;0.015351;1366.090589;0.000165;1.085398%
RAM;20971520;int;20971520;13;clock_gettime;0.020528;0.030223;693.885829;0.009695;47.229884%;0.015076;0.015351;1366.090589;0.000275;1.826272%
RAM;20971520;int;20971520;14;clock_gettime;0.019068;0.030223;693.885829;0.011156;58.506612%;0.014475;0.015351;1366.090589;0.000877;6.055754%
RAM;20971520;int;20971520;15;clock_gettime;0.018937;0.030223;693.885829;0.011287;59.601417%;0.014443;0.015351;1366.090589;0.000909;6.292691%
RAM;20971520;int;20971520;16;clock_gettime;0.020059;0.030223;693.885829;0.010164;50.668858%;0.014275;0.015351;1366.090589;0.001077;7.542961%
RAM;20971520;int;20971520;17;clock_gettime;0.019394;0.030223;693.885829;0.010829;55.836430%;0.014472;0.015351;1366.090589;0.000880;6.078692%
RAM;20971520;int;20971520;18;clock_gettime;0.020041;0.030223;693.885829;0.010183;50.809478%;0.014333;0.015351;1366.090589;0.001019;7.106312%
RAM;20971520;int;20971520;19;clock_gettime;0.019970;0.030223;693.885829;0.010253;51.340767%;0.015016;0.015351;1366.090589;0.000335;2.232458%
RAM;20971520;int;20971520;20;clock_gettime;0.018890;0.030223;693.885829;0.011333;59.995535%;0.013990;0.015351;1366.090589;0.001361;9.731299%
SSD;4194304;int;4194304;1;clock_gettime;0.018524;0.016801;249.642809;0.001723;9.299245%;0.004732;0.010280;407.996917;0.005549;117.270464%
SSD;4194304;int;4194304;2;clock_gettime;0.024623;0.016801;249.642809;0.007821;31.765243%;0.013776;0.010280;407.996917;0.003496;25.377575%
SSD;4194304;int;4194304;3;clock_gettime;0.008773;0.016801;249.642809;0.008028;91.504530%;0.020750;0.010280;407.996917;0.010470;50.456383%
SSD;4194304;int;4194304;4;clock_gettime;0.011400;0.016801;249.642809;0.005401;47.381071%;0.005348;0.010280;407.996917;0.004932;92.226280%
SSD;4194304;int;4194304;5;clock_gettime;0.018688;0.016801;249.642809;0.001887;10.096264%;0.007259;0.010280;407.996917;0.003021;41.623285%
SSD;4194304;int;4194304;6;clock_gettime;0.013434;0.016801;249.642809;0.003367;25.061864%;0.007588;0.010280;407.996917;0.002692;35.473644%
SSD;4194304;int;4194304;7;clock_gettime;0.010717;0.016801;249.642809;0.006084;56.770115%;0.014149;0.010280;407.996917;0.003869;27.342153%
SSD;4194304;int;4194304;8;clock_gettime;0.013906;0.016801;249.642809;0.002895;20.816492%;0.008121;0.010280;407.996917;0.002160;26.592711%
SSD;4194304;int;4194304;9;clock_gettime;0.030563;0.016801;249.642809;0.013762;45.028126%;0.010623;0.010280;407.996917;0.000343;3.227072%
SSD;4194304;int;4194304;10;clock_gettime;0.012097;0.016801;249.642809;0.004704;38.887214%;0.016447;0.010280;407.996917;0.006167;37.495922%
SSD;4194304;int;4194304;11;clock_gettime;0.023415;0.016801;249.642809;0.006613;28.244754%;0.005766;0.010280;407.996917;0.004514;78.287266%
SSD;4194304;int;4194304;12;clock_gettime;0.014207;0.016801;249.642809;0.002594;18.256298%;0.004693;0.010280;407.996917;0.005587;119.052312%
SSD;4194304;int;4194304;13;clock_gettime;0.011369;0.016801;249.642809;0.005433;47.785373%;0.004166;0.010280;407.996917;0.006114;146.737098%
SSD;4194304;int;4194304;14;clock_gettime;0.007332;0.016801;249.642809;0.009470;129.159693%;0.004348;0.010280;407.996917;0.005932;136.419244%
SSD;4194304;int;4194304;15;clock_gettime;0.052060;0.016801;249.642809;0.035259;67.727467%;0.022873;0.010280;407.996917;0.012592;55.054213%
SSD;4194304;int;4194304;16;clock_gettime;0.010310;0.016801;249.642809;0.006491;62.963851%;0.022000;0.010280;407.996917;0.011720;53.272039%
SSD;4194304;int;4194304;17;clock_gettime;0.011030;0.016801;249.642809;0.005771;52.317160%;0.008348;0.010280;407.996917;0.001932;23.145856%
SSD;4194304;int;4194304;18;clock_gettime;0.020292;0.016801;249.642809;0.003491;17.201817%;0.008136;0.010280;407.996917;0.002144;26.351762%
SSD;4194304;int;4194304;19;clock_gettime;0.012270;0.016801;249.642809;0.004532;36.933597%;0.010182;0.010280;407.996917;0.000099;0.968178%
SSD;4194304;int;4194304;20;clock_gettime;0.011014;0.016801;249.642809;0.005787;52.541262%;0.006299;0.010280;407.996917;0.003981;63.195526%
flash;4194304;int;4194304;1;clock_gettime;1.282089;1.566485;2.677526;0.284396;22.182270%;0.823587;0.835846;5.018035;0.012259;1.488539%
flash;4194304;int;4194304;2;clock_gettime;1.860195;1.566485;2.677526;0.293710;15.789208%;0.848444;0.835846;5.018035;0.012598;1.484868%
flash;4194304;int;4194304;3;clock_gettime;1.028258;1.566485;2.677526;0.538227;52.343641%;0.764505;0.835846;5.018035;0.071341;9.331642%
flash;4194304;int;4194304;4;clock_gettime;1.875609;1.566485;2.677526;0.309124;16.481256%;0.833117;0.835846;5.018035;0.002729;0.327513%
flash;4194304;int;4194304;5;clock_gettime;1.788282;1.566485;2.677526;0.221797;12.402774%;0.958920;0.835846;5.018035;0.123074;12.834667%
flash;4194304;int;4194304;6;clock_gettime;0.968253;1.566485;2.677526;0.598232;61.784597%;0.826282;0.835846;5.018035;0.009564;1.157529%
flash;4194304;int;4194304;7;clock_gettime;1.924390;1.566485;2.677526;0.357905;18.598361%;0.831587;0.835846;5.018035;0.004259;0.512106%
flash;4194304;int;4194304;8;clock_gettime;1.827131;1.566485;2.677526;0.260646;14.265331%;0.845379;0.835846;5.018035;0.009533;1.127697%
flash;4194304;int;4194304;9;clock_gettime;0.940238;1.566485;2.677526;0.626247;66.605085%;0.737762;0.835846;5.018035;0.098084;13.294733%
flash;4194304;int;4194304;10;clock_gettime;1.920954;1.566485;2.677526;0.354469;18.452772%;0.903968;0.835846;5.018035;0.068122;7.535930%
flash;4194304;int;4194304;11;clock_gettime;1.801076;1.566485;2.677526;0.234591;13.025053%;0.838600;0.835846;5.018035;0.002754;0.328436%
flash;4194304;int;4194304;12;clock_gettime;0.987689;1.566485;2.677526;0.578796;58.600962%;0.797936;0.835846;5.018035;0.037910;4.751044%
flash;4194304;int;4194304;13;clock_gettime;1.834186;1.566485;2.677526;0.267701;14.595069%;0.844112;0.835846;5.018035;0.008266;0.979228%
flash;4194304;int;4194304;14;clock_gettime;1.840335;1.566485;2.677526;0.273850;14.880428%;0.848831;0.835846;5.018035;0.012985;1.529804%
flash;4194304;int;4194304;15;clock_gettime;0.958176;1.566485;2.677526;0.608309;63.486225%;0.790340;0.835846;5.018035;0.045506;5.757776%
flash;4194304;int;4194304;16;clock_gettime;1.863175;1.566485;2.677526;0.296690;15.923874%;0.872659;0.835846;5.018035;0.036814;4.218543%
flash;4194304;int;4194304;17;clock_gettime;1.815111;1.566485;2.677526;0.248626;13.697547%;0.853058;0.835846;5.018035;0.017212;2.017689%
flash;4194304;int;4194304;18;clock_gettime;0.983902;1.566485;2.677526;0.582583;59.211475%;0.763263;0.835846;5.018035;0.072583;9.509535%
flash;4194304;int;4194304;19;clock_gettime;1.835736;1.566485;2.677526;0.269251;14.667206%;0.839456;0.835846;5.018035;0.003610;0.430043%
flash;4194304;int;4194304;20;clock_gettime;1.994916;1.566485;2.677526;0.428431;21.476136%;0.895111;0.835846;5.018035;0.059265;6.620985%
SSD;8388608;int;8388608;1;clock_gettime;0.059305;0.085478;98.137301;0.026173;44.133109%;0.016115;0.036643;228.928162;0.020528;127.387857%
SSD;8388608;int;8388608;2;clock_gettime;0.023793;0.085478;98.137301;0.061685;259.256906%;0.014725;0.036643;228.928162;0.021918;148.852925%
SSD;8388608;int;8388608;3;clock_gettime;0.408531;0.085478;98.137301;0.323052;79.076647%;0.036637;0.036643;228.928162;0.000006;0.017485%
SSD;8388608;int;8388608;4;clock_gettime;0.023263;0.085478;98.137301;0.062216;267.446868%;0.017219;0.036643;228.928162;0.019424;112.805614%
SSD;8388608;int;8388608;5;clock_gettime;0.025983;0.085478;98.137301;0.059495;228.972752%;0.020511;0.036643;228.928162;0.016132;78.650478%
SSD;8388608;int;8388608;6;clock_gettime;0.174734;0.085478;98.137301;0.089256;51.080946%;0.070868;0.036643;228.928162;0.034225;48.294335%
SSD;8388608;int;8388608;7;clock_gettime;0.052471;0.085478;98.137301;0.033008;62.907201%;0.018656;0.036643;228.928162;0.017986;96.408666%
SSD;8388608;int;8388608;8;clock_gettime;0.044092;0.085478;98.137301;0.041386;93.863048%;0.024211;0.036643;228.928162;0.012432;51.350491%
SSD;8388608;int;8388608;9;clock_gettime;0.025405;0.085478;98.137301;0.060073;236.462586%;0.022272;0.036643;228.928162;0.014371;64.526275%
SSD;8388608;int;8388608;10;clock_gettime;0.030921;0.085478;98.137301;0.054558;176.444800%;0.022725;0.036643;228.928162;0.013918;61.247319%
SSD;8388608;int;8388608;11;clock_gettime;0.017518;0.085478;98.137301;0.067961;387.956559%;0.018873;0.036643;228.928162;0.017770;94.159665%
SSD;8388608;int;8388608;12;clock_gettime;0.019309;0.085478;98.137301;0.066169;342.686339%;0.015083;0.036643;228.928162;0.021560;142.947847%
SSD;8388608;int;8388608;13;clock_gettime;0.019638;0.085478;98.137301;0.065841;335.279219%;0.011726;0.036643;228.928162;0.024917;212.502045%
SSD;8388608;int;8388608;14;clock_gettime;0.044388;0.085478;98.137301;0.041090;92.570224%;0.025246;0.036643;228.928162;0.011397;45.145654%
SSD;8388608;int;8388608;15;clock_gettime;0.023007;0.085478;98.137301;0.062472;271.535978%;0.046303;0.036643;228.928162;0.009660;20.861888%
SSD;8388608;int;8388608;16;clock_gettime;0.037599;0.085478;98.137301;0.047879;127.342383%;0.016621;0.036643;228.928162;0.020022;120.468113%
SSD;8388608;int;8388608;17;clock_gettime;0.575030;0.085478;98.137301;0.489552;85.134985%;0.262180;0.036643;228.928162;0.225538;86.023762%
SSD;8388608;int;8388608;18;clock_gettime;0.057993;0.085478;98.137301;0.027486;47.394754%;0.017736;0.036643;228.928162;0.018907;106.606526%
SSD;8388608;int;8388608;19;clock_gettime;0.023589;0.085478;98.137301;0.061889;262.365352%;0.030674;0.036643;228.928162;0.005969;19.459574%
SSD;8388608;int;8388608;20;clock_gettime;0.022999;0.085478;98.137301;0.062479;271.662290%;0.024482;0.036643;228.928162;0.012161;49.675654%
flash;8388608;int;8388608;1;clock_gettime;3.059928;2.893291;2.899331;0.166637;5.445791%;1.715556;1.686105;4.975140;0.029451;1.716695%
flash;8388608;int;8388608;2;clock_gettime;2.869040;2.893291;2.899331;0.024251;0.845255%;1.702133;1.686105;4.975140;0.016028;0.941635%
flash;8388608;int;8388608;3;clock_gettime;3.678823;2.893291;2.899331;0.785532;21.352815%;1.722688;1.686105;4.975140;0.036583;2.123603%
flash;8388608;int;8388608;4;clock_gettime;2.822536;2.893291;2.899331;0.070755;2.506771%;1.627428;1.686105;4.975140;0.058677;3.605531%
